0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,allergy
가지채소볶음밥,소고기콩나물국,메추리알고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리초무침,나박김치,밤찹쌀팥밥,감자탕,해물김치전,근대나물무침,총각김치,가지채소볶음밥,소고기콩나물국,멸치볶음,밤콩밥,애호박두부젓국,주꾸미채소볶음,토마토카프레제,나박김치,쌀밥,감자탕,삼치구이,근대나물무침,총각김치,"난류,밀,땅콩+견과류"
찹쌀밥,느타리버섯국,가지무침,소고기굴소스볶음밥,만두국,우엉채곤약조림,채소크로켓,나박김치,팥밥,게살스프,애호박건새우볶음,empty,총각김치,찹쌀밥,느타리버섯국,소고기채소볶음,돼지고기김치볶음밥,부추맑은국,우엉채곤약조림,토마토치즈샐러드,나박김치,수수밥,닭곰탕,애호박건새우볶음,도토리묵무침,총각김치,"난류,밀,대두"
가지채소볶음밥,팥죽,열무볶음,수수밥,감자탕,미나리초무침,두부잡채,파김치,밤찹쌀팥밥,배추된장국,해물김치전,메추리알고구마조림,열무물김치,가지채소볶음밥,달걀파국,멸치볶음,수수밥,감자탕,오이무침,느타리버섯조림,배추김치,쌀밥,배추맑은국,해물김치전,메추리알고구마조림,열무물김치,"대두,땅콩+견과류"
수수밥,실파미소장국,동그랑땡전,달걀버섯볶음밥,호박맑은국,장산적조림,김구이,콜라비나박김치,옥수수밥,연두부새우탕,닭살찹스테이크,참나물겉절이,열무물김치,수수밥,감자국,오징어채소볶음,채소볶음밥,호박맑은국,닭봉구이,멸치조림,콜라비나박김치,옥수수밥,느타리버섯맑은국,돼지갈비찜,참나물겉절이,열무물김치,"난류,대두,땅콩+견과류"
밤밥,달래된장국,닭고기냉채,방울토마토새우볶음밥,감자옹심이국,채소비빔소면,고구마맛탕,깍두기,완두콩밥,버섯찌개,순살간장닭갈비,두부잡채,열무물김치,쌀밥,돼지고기김치찌개,애호박나물,S새우볶음밥,미역국,달걀말이,잡채,깍두기,수수밥,버섯찌개,순살간장닭갈비,청경채나물,열무물김치,"밀,대두,땅콩+견과류"
율무밥,표고버섯탕,두부땅콩조림,카레라이스,애호박맑은국,닭가슴살버터구이,양상추유자청샐러드,비트초절이,찹쌀밥,미역국,소고기토마토볶음,삼색나물,나박김치,율무밥,표고버섯탕,찜닭,돼지고기잡채덮밥,애호박맑은국,진미채고추장조림,양상추유자청샐러드,비트초절이,찹쌀밥,미역국,소고기토마토볶음,배추나물,나박김치,"우유,대두,땅콩+견과류"
옥수수밥,미역만두국,새우살채소볶음,취나물표고영양밥,두부대합탕국,새우살볶음,empty,깍두기,율무밥,만두닭개장,애호박생선살찜,empty,단무지,옥수수밥,시금치된장국,새우살채소볶음,취나물표고영양밥,두부대합탕국,군만두,오이나물,단무지,율무밥,닭개장,애호박생선살찜,양배추나물,깍두기,우유
팥밥,팥죽,느타리버섯나물,해물볶음밥,당근스프,견과류고구마범벅,empty,오이피클,밤콩밥,만두국,empty,우엉채곤약조림,오이소박이김치,팥밥,감자탕,느타리버섯나물,해물볶음밥,달걀국,궁중떡볶이,콘샐러드(올리브유드레싱),오이피클,밤콩밥,닭개장,두부양념구이,우엉볶음,배추김치,"우유,밀"
팥밥,두부장국,스크램블에그,햄김치볶음밥,감자양파국,닭가슴살샐러드(머스타드소스),empty,깍두기,찹쌀팥밥,느타리버섯국,가자미조림,브로콜리채소볶음,석박지,쌀밥,돼지고기김치찌개,건새우애호박볶음,현미밥,감자양파국,닭갈비,미역무침,깍두기,소고기볶음밥,느타리버섯국,가자미조림,브로콜리무침,석박지,"난류,대두"
팥밥,어탕국수,느타리버섯무침,찹쌀밥,애호박새우젓국찌개,연근채소전,연근흑임자샐러드,나박김치,새우크림스파게티,empty,콩나물간장무침,가지구이,동치미,대파달걀볶음밥,소고기무국,느타리버섯무침,찹쌀밥,애호박새우젓국찌개,돼지고기채소볶음,상추무침,나박김치,새우크림스파게티,empty,연어스테이크,양상추샐러드,오이피클,대두
깻잎볶음밥,감자옹심이국,연근감자전,찹쌀밥,김치맑은국,비빔만두,느타리버섯나물,열무물김치,현미밥,당근스프,호박나물,감자어묵볶음,갓김치,채소볶음밥,닭곰탕,어묵잡채,찹쌀밥,김치맑은국,돼지고기구이,느타리버섯나물,열무물김치,현미밥,소고기콩나물국,호박전,브로콜리두부무침,배추김치,난류
팥밥,만두국,애호박생선살찜,일본식소고기덮밥(규동),조갯살아욱국,검정콩호두조림,냉이무침,비트초절이,옥수수밥,모듬버섯찌개,닭가슴살데리야끼조림,도라지무침,오이소박이김치,팥밥,순두부백탕,애호박생선살찜,일본식소고기덮밥(규동),콩나물맑은국,뿌리채소맛탕,냉이무침,비트초절이,옥수수밥,모듬버섯찌개,닭가슴살데리야끼조림,도라지무침,오이소박이김치,"밀,땅콩+견과류"
달걀버섯볶음밥,맑은애호박국,감자버터구이,수수밥,매콤애호박국,순살간장닭갈비,아욱나물무침,오이소박이김치,찹쌀밥,감자탕,장산적조림,봄동해물전,깻잎김치,달걀버섯볶음밥,맑은애호박국,멸치조림,수수밥,두부맑은국,순살간장닭갈비,아욱나물무침,오이소박이김치,찹쌀밥,감자탕,조기구이,숙주나물,깻잎김치,"우유,밀,땅콩+견과류"
옥수수밥,미역만두국,새송이버섯전,일본식소고기덮밥(규동),애호박젓국찌개,새우살달걀찜,새싹채소샐러드,비트초절이,찹쌀밥,닭개장,가자미구이,미나리초무침,나박김치,옥수수밥,돼지고기김치찌개,새송이버섯전,일본식소고기덮밥(규동),애호박새우젓국,채소달걀찜,양상추샐러드,비트초절이,찹쌀밥,닭곰탕,가자미구이,청경채나물,나박김치,"우유,대두"
밤찹쌀팥밥,감자채맑은국,팽이버섯달걀전,돼지고기카레라이스,다시마감자국,오이볶음,마카로니채소샐러드,단무지무침,고구마밥,목살김치국,닭다리살장조림,매콤숙주오이무침,나박김치,마파두부덮밥,감자채맑은국,건새우애호박볶음,흑미밥,소고기버섯찌개,오이나물,갈치구이,깍두기,율무밥,목살김치국,닭다리살장조림,숙주나물,나박김치,"난류,우유,땅콩+견과류"
찹쌀밥,참외미역냉국,치즈감자조림,옥수수밥,온청포묵국,양념가지찜,애호박볶음,열무물김치,크림소스스파게티,empty,무말랭이,empty,단배추물김치,찹쌀밥,미역국,순살닭볶음탕,옥수수밥,들깨부추양파국,소고기가지볶음,애호박나물,열무물김치,칼국수,empty,무말랭이,돼지고기수육,단배추물김치,"난류,우유,대두"
쌀밥,애호박맑은국,견과류고구마범벅,밤콩밥,느타리버섯국,도라지무침,닭가슴살데리야끼조림,오이피클,소고기굴소스볶음밥,만두국,우엉채곤약조림,empty,비트초절이,쌀밥,애호박맑은국,돼지고기김치볶음,밤콩밥,느타리버섯국,도라지무침,닭가슴살데리야끼구이,배추김치,소고기볶음밥,만두국,우엉채조림,empty,비트초절이,땅콩+견과류
밤밥,미니새우튀김우동,마늘쫑무침,고구마밥,어묵맑은국,매생이육전,고구마줄기볶음,나박김치,쌀밥,새우살미역국,토마토치즈샐러드,양배추샐러드(참깨드레싱),백김치,흑미밥,들깨무국,달걀장조림,기장밥,가자미미역국,제육볶음,고구마줄기볶음,나박김치,쌀밥,감자탕,새우살연근조림,토마토치커리무침,백김치,"우유,밀,땅콩+견과류"
완두콩밥,두부대합탕국,가지나물,율무밥,감자양파국,애호박당근볶음,양상추유자청무침,콜라비나박김치,새송이버섯카레라이스,모듬버섯찌개,오리훈제채소구이,토마토카프레제,열무물김치,완두콩밥,두부대합탕국,오리훈제채소구이,소고기콩나물밥+양념장,모듬버섯찌개,소고기가지볶음,애호박나물,콜라비나박김치,율무밥,감자양파국,돼지불고기,토마토카프레제,열무물김치,밀
콩밥,떡국떡미역국,팽이버섯나물,두부카레라이스,두부대합탕국,느타리버섯당근볶음,애호박볶음,비트초절이,율무밥,애호박두부된장국,empty,감자그라탕,나박김치,콩밥,떡국떡미역국,새우채소볶음,수수밥,두부대합탕국,돼지고기잡채,애호박볶음,나박김치,율무밥,소고기무국,삼치구이,감자조림,오이소박이김치,"난류,밀"
보리밥,미역만두국,양념가지찜,돼지고기양배추덮밥,느타리버섯국,오이토마토샐러드(발사믹드레싱),매콤콩나물무침,나박김치,밤찹쌀팥밥,만두닭개장,empty,애호박볶음,깻잎김치,꼬마김밥,닭곰탕,양념가지찜,돼지불고기덮밥,버섯찌개,새우살조림,오이토마토샐러드(발사믹드레싱),나박김치,찹쌀밥,소고기미역국,삼치조림,애호박볶음,깻잎김치,"난류,우유,대두,땅콩+견과류"
검정콩밥,실파콩나물국,감자채볶음,찹쌀밥,맑은가쓰오부시장국,양배추샐러드(레몬드레싱),참나물겉절이,열무물김치,장조림버터비빔밥,두부장국,부추달걀볶음,건새우두부조림,석박지,검정콩밥,콩나물국,돼지고기감자조림,찹쌀밥,무맑은국,소불고기,참나물겉절이,열무김치,쌀밥,가자미미역국,간장닭갈비,단호박조림,석박지,"난류,우유,밀"
콩밥,무채양파국,닭가슴살사과무침,치킨마요덮밥,감자채맑은국,녹두전,양배추유자청무침,단무지,완두콩밥,바지락파래국,닭살카레조림,김자반,열무김치,쌀밥,무채양파국,돼지고기보쌈,소불고기덮밥,들깨무국,메추리알폭찹,양배추유자청무침,단무지,율무밥,바지락파래국,닭채소조림,김자반,열무김치,"우유,밀,대두,땅콩+견과류"
밤찹쌀팥밥,팥죽,팽이버섯달걀전,돼지고기카레라이스,숙주당면국,empty,마카로니채소샐러드,깍두기,고구마밥,온청포묵국,순살돼지고기김치볶음,오이볶음,열무물김치,현미밥,팽이버섯맑은국,돼지고기장조림,새우간장덮밥,양배추맑은국,닭가슴살부추무침,참나물무침,깍두기,고구마밥,감자탕,고등어구이,오이무침,열무물김치,"난류,우유,밀,대두,땅콩+견과류"
수수밥,김치두부찌개,채소크로켓,밤콩밥,애호박맑은국,건새우애호박볶음,empty,열무물김치,닭살카레감자밥+양념장,만두국,무말랭이,empty,오이피클,수수밥,애호박맑은국,소고기장조림,쌀밥,가자미미역국,돼지고기호두조림,양배추나물,열무물김치,오징어덮밥,무맑은국,감자조림,채소잡채,오이피클,"난류,우유,밀,대두"
고구마밥,팥죽,마늘종볶음,찹쌀밥,만두순두부찌개,양배추콘샐러드,과일땅콩샐러드,단무지,흑미밥,감자양파국,브로콜리나물,empty,열무김치,고구마밥,무된장국,달걀장조림,찹쌀밥,만두국,연두부+양념장,양배추콘샐러드,단무지,흑미밥,감자양파국,소고기찹쌀구이,브로콜리나물,열무김치,"우유,땅콩+견과류"
옥수수밥,토마토감자국,해물완자전,소고기주먹밥,유부장국,브로콜리견과류볶음,감자버터구이,비트초절이,완두콩밥,감자국,돼지고기구이,얼갈이나물,단무지,옥수수밥,애호박맑은국,오징어불고기,소고기주먹밥,맑은미역국,새우채소볶음,감자조림,비트초절이,완두콩밥,감자국,돼지고기구이,얼갈이나물,단무지,"난류,우유,밀,땅콩+견과류"
찹쌀밥,만두국,애호박새우젓볶음,두부카레라이스,콩가루쑥국,empty,옥수수치즈전,총각김치,팥밥,만두순두부찌개,아욱건새우전,empty,단무지,찹쌀밥,배추된장국,닭채소조림,마파두부덮밥,동태살무국,감자채볶음,무나물,오이소박이김치,쌀밥,미역된장국,소고기장조림,두부양념구이,배추김치,"난류,우유"
밤찹쌀팥밥,감자탕,메추리알고구마조림,가지채소볶음밥,감자국,열무볶음,해물김치전,열무물김치,밤콩밥,콩가루열무된장국,닭살양배추볶음,미나리초무침,파김치,꼬마김밥,감자된장국,오징어초무침,가지채소볶음밥,열무된장국,소고기채소볶음밥,애호박나물,나박김치,밤콩밥,곰국,닭살양배추볶음,미나리초무침,오이소박이김치,"난류,땅콩+견과류"
가지채소볶음밥,소고기콩나물국,메추리알고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리초무침,나박김치,밤찹쌀팥밥,감자탕,해물김치전,근대나물무침,총각김치,가지채소볶음밥,콩나물국,고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리무침,나박김치,쌀밥,감자탕,오징어채소볶음,근대나물무침,총각김치,"난류,밀,땅콩+견과류"
찹쌀밥,느타리버섯국,가지무침,소고기굴소스볶음밥,만두국,우엉채곤약조림,채소크로켓,나박김치,팥밥,게살스프,애호박건새우볶음,empty,총각김치,찹쌀밥,느타리버섯국,소고기가지볶음,쌀밥,동태살무국,닭갈비,무생채,오이소박이김치,수수밥,애호박맑은국,돼지고기구이,양배추찜,총각김치,"난류,밀,대두"
찹쌀현미밥,당근스프,팽이버섯볶음,소고기가지덮밥,미니유부우동,애호박건새우볶음,돌나물초무침,비트초절이,찹쌀밥,모듬버섯찌개,군만두,느타리버섯나물,나박김치,찹쌀현미밥,맑은미역국,베이컨애호박볶음,소고기가지덮밥,달걀파국,애호박건새우볶음,감자조림,비트초절이,찹쌀밥,모듬버섯찌개,돼지불고기,느타리버섯나물,나박김치,"우유,밀,대두"
수수밥,팥죽,메추리알고구마조림,가지채소볶음밥,배추된장국,해물김치전,미나리초무침,열무물김치,밤찹쌀팥밥,감자탕,닭고기냉채,두부잡채,파김치,수수밥,애호박맑은국,메추리알고구마조림,가지채소볶음밥,들깨무국,해물김치전,미나리나물,열무물김치,쌀밥,감자탕,닭고기냉채,양배추나물,나박김치,"대두,땅콩+견과류"
밤밥,아욱맑은국,메추리알고구마조림,새우간장덮밥,실파달걀국,장산적조림,오이유자청무침,얼갈이배추김치,완두콩밥,애호박두부젓국찌개,소고기떡찜,미나리초무침,석박지,충무김밥,아욱맑은국,닭가슴살조림,새우간장덮밥,애호박맑은국,돼지고기채소볶음,오이유자청무침,얼갈이배추김치,쌀밥,모듬버섯찌개,소고기떡찜,청경채볶음,석박지,"난류,대두,땅콩+견과류"
찹쌀밥,애호박맑은국,가지구이,일본식소고기덮밥(규동),느타리버섯국,감자버터구이,가지양념무침,깍두기,찹쌀밥,만두국,건새우애호박볶음,검정콩호두조림,오이소박이김치,찹쌀밥,애호박맑은국,달걀말이,소고기채소볶음밥,느타리버섯국,감자버터구이,가지양념무침,깍두기,옥수수밥,돼지고기김치찌개,고등어구이,애호박조림,오이소박이김치,"밀,대두,땅콩+견과류"
밤찹쌀팥밥,꽃게된장국,애호박새우젓볶음,파프리카유부초밥,맑은장국,닭꼬치,과일샐러드(요거트드레싱),비트초절이,율무밥,닭개장,두부잡채,단호박견과류조림,열무김치,채소주먹밥,무맑은국,애호박전,달걀채소볶음밥,맑은미역국,소고기장조림,상추사과무침,비트초절이,율무밥,단호박맑은국,돼지고기잡채,가지나물,열무김치,"우유,대두,땅콩+견과류"
검정콩밥,감자호박국,고구마줄기볶음,소고기카레라이스,실파콩나물국,연근채소전,새우살달걀찜,나박김치,밤콩밥,맑은가쓰오부시장국,순살된장닭볶음,감자돼지갈비찜,갓김치,검정콩밥,감자호박국,순살된장닭볶음,소고기채소볶음밥,콩나물된장국,연근채소전,새우살달걀찜,나박김치,밤밥,시금치된장국,고구마줄기볶음,감자돼지갈비찜,배추김치,우유
흑미밥,배추당면국,돼지고기구이,콩밥,감자탕,단호박해물찜,감자어묵볶음,깍두기,율무밥,채소스프,취나물된장무침,주꾸미숙회,오이소박이김치,흑미밥,배추당면국,돼지고기찜,콩밥,감자탕,단호박해물찜,취나물무침,깍두기,율무밥,오징어무국,소갈비찜,미역무침,오이소박이김치,"우유,밀"
밤콩밥,만두국,애호박새우젓볶음,파프리카유부초밥,미니우동,소떡소떡,empty,나박김치,밤콩밥,맑은배추국,궁중떡볶이,오이나물,깍두기,달걀채소볶음밥,무맑은국,애호박새우젓국,수수밥,소고기미역국,오징어채소볶음,유채나물,나박김치,쌀밥,감자국,궁중떡볶이,오이나물,깍두기,"밀,대두"
찹쌀밥,만두국,우엉채곤약조림,열무비빔밥,느타리버섯국,애호박볶음,애호박나물,깍두기,밤콩밥,설렁탕+소면,주꾸미채소간장볶음,(고춧가루제외)부추사과무침,총각김치,찹쌀밥,무맑은국,돼지고기장조림,소불고기덮밥,느타리버섯국,애호박나물,멸치볶음,깍두기,흑미밥,새우살미역국,주꾸미채소간장볶음,부추사과무침,오이소박이김치,"난류,대두"
수수밥,청경채맑은국,달걀말이,소고기주먹밥,게살스프,양배추샐러드(참깨드레싱),느타리버섯나물,콜라비나박김치,잡곡밥,다시마새우젓국,소고기모듬장조림,오이소박이,깍두기,수수밥,청경채맑은국,달걀말이,소고기채소볶음밥,애호박새우젓국,동태살엿장조림,느타리버섯나물,콜라비나박김치,잡곡밥,다시마새우젓국,소고기모듬장조림,오이소박이,깍두기,대두
